row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
1053,Forecasting volatility in the petroleum futures markets: A re-examination and extension,2020,"AS Hasanov, MS Shaiban","AS Hasanov, MS Shaiban, A Al-Freedi - Energy Economics, 2020 - Elsevier",11,https://www.sciencedirect.com/science/article/pii/S0140988319304232,False,high,No replication signals found in title or abstract.
1054,Another look at 'bank competition and financial stability: Much ado about nothing'?,2020,"S Bandaranayake, KK Das","S Bandaranayake, KK Das… - Journal of Economic …, 2020 - Wiley Online Library",11,https://onlinelibrary.wiley.com/doi/abs/10.1111/joes.12352,False,high,No replication signals found in title or abstract.
1055,"Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)‎",2020,"Q Xiao, G Feldman","Q Xiao, S Zeng, G Feldman - Comprehensive Results in Social …, 2020 - Taylor & Francis",10,https://www.tandfonline.com/doi/abs/10.1080/23743603.2021.1878340,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
1056,The size of the digital economy in Finland and its impact on taxation,2020,"O Kässi, M Pajarinen, T Valkonen","J Ali-Yrkkö, H Koski, O Kässi, M Pajarinen, T Valkonen… - 2020 - econstor.eu",10,https://www.econstor.eu/handle/10419/251074,False,high,No replication signals found in title or abstract.
1057,Reconsidering rational expectations and the aggregation of diverse information in laboratory security markets,2020,"B Corgnet, C Deck, M DeSantis","B Corgnet, C Deck, M DeSantis, K Hampton… - 2020 - digitalcommons.chapman.edu",10,https://digitalcommons.chapman.edu/esi_working_papers/296/,False,high,No replication signals found in title or abstract.
1058,Replication: Do women shy away from competition? Experimental evidence from China,2020,"F Carlsson, E Lampi, P Martinsson","F Carlsson, E Lampi, P Martinsson, X Yang - Journal of Economic …, 2020 - Elsevier",10,https://www.sciencedirect.com/science/article/pii/S0167487020300738,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1059,Early health economic modelling for a treatment candidate in hidradenitis suppurativa,2020,"D Willems, SMAA Evers","D Willems, M Charokopou, SMAA Evers… - … of Medical Economics, 2020 - Taylor & Francis",10,https://www.tandfonline.com/doi/abs/10.1080/13696998.2020.1840181,False,high,No replication signals found in title or abstract.
1060,Forecasting with sktime: Designing sktime's new forecasting api and applying it to replicate and extend the m4 study,2020,"M Löning, F Király","M Löning, F Király - arXiv preprint arXiv:2005.08067, 2020 - arxiv.org",9,https://arxiv.org/abs/2005.08067,False,high,No replication signals found in title or abstract.
1061,The impacts of alcohol taxes: A replication review,2020,D Roodman,"D Roodman - arXiv preprint arXiv:2007.10270, 2020 - arxiv.org",9,https://arxiv.org/abs/2007.10270,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
1062,Living wages across the Pacific Rim: A localised replication study from China,2020,SC Carr,"Y Hu, SC Carr - Journal of Pacific Rim Psychology, 2020 - journals.sagepub.com",9,https://journals.sagepub.com/doi/abs/10.1017/prp.2020.11,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
1063,The effect of COVID-19 on Amazon Mturk,2020,"JY Lee, E Hoffman","JY Lee, E Hoffman - Available at SSRN 3712660, 2020 - papers.ssrn.com",9,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3712660,True,high,Abstract has multiple strong replication signals. (a_strong=2)
1064,Доверие и экономический рост: есть ли связь?,2020,"ВА Брызгалин, ИА Левина","ЕИ Борисова, ВА Брызгалин, ИА Левина - Вопросы экономики, 2020 - elibrary.ru",9,https://elibrary.ru/item.asp?id=44061368,False,high,No replication signals found in title or abstract.
1065,The impact of rent from unequal exchange on Shaikh's classical-Keynesian political economic analysis: the example of Facebook,2020,,"R Baiman - Review of Radical Political Economics, 2020 - journals.sagepub.com",8,https://journals.sagepub.com/doi/abs/10.1177/0486613419883747,False,high,No replication signals found in title or abstract.
1066,Evaluation of bankruptcy prevention tools: evidences from COSME programme,2020,L Cultrera,"L Cultrera - Economics Bulletin, 2020 - accessecon.com",8,http://www.accessecon.com/Pubs/EB/2020/Volume40/EB-20-V40-I2-P83.pdf,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
1067,Economic cooperation in the Greater Mekong sub-region,2020,"KT Vu, HN Luu","BH Le, DQ Nguyen, KT Vu, HN Luu… - Journal of Economic …, 2020 - JSTOR",8,https://www.jstor.org/stable/26917203,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1068,"Fetal iodine deficiency and schooling: a replication of Field, Robles, and Torero (2009)",2020,"N Bengtsson, F Sävje","N Bengtsson, F Sävje… - … Journal of Economics, 2020 - Wiley Online Library",7,https://onlinelibrary.wiley.com/doi/abs/10.1111/sjoe.12341,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1069,Preventing HIV and HSV-2 through knowledge and attitudes: A replication study of a multi-component community-based intervention in Zimbabwe,2020,"F Yu, DS Bagenda","F Yu, NA Hein, DS Bagenda - PloS one, 2020 - journals.plos.org",7,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226237,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
1070,Replicating the literature on meritocratic promotion in China,2020,,"M Wiebe - School of Economics, University of British-Columbia …, 2020 - michaelwiebe.com",7,https://michaelwiebe.com/assets/ch2.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1071,Comparative Effects of Foreign Direct Investment from China and Other Sources on Africa's Economic Growth,2020,"M Ngundu, N Ngepah","M Ngundu, N Ngepah - … : The Journal of Applied Economic …, 2020 - journals.sagepub.com",7,https://journals.sagepub.com/doi/abs/10.1177/0973801020953399,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
1072,Reassessment of classic case studies in labor economics with new instrument-free methods,2020,"JF Kiviet, S Kripfganz","JF Kiviet, S Kripfganz - Unpublished manuscript, 2020 - kripfganz.de",7,http://www.kripfganz.de/research/Kiviet_Kripfganz_labor.pdf,True,high,Abstract has strong replication signal. (a_strong=1)
1073,"The greater the economic inequality, the later people have children: the association between economic inequality and reproductive timing",2020,L Cheng,"L Cheng, X Zhou, F Wang, M Hao - Scandinavian Journal of …, 2020 - Wiley Online Library",7,https://onlinelibrary.wiley.com/doi/abs/10.1111/sjop.12612,False,high,No replication signals found in title or abstract.
1074,"Industrial artificial intelligence, internet of things smart devices, and big data-driven decision-making in digital-twin-based cyber-physical production systems",2020,,"R Breillat - Economics, Management, and Financial Markets, 2020 - ceeol.com",7,https://www.ceeol.com/search/article-detail?id=845236,False,high,No replication signals found in title or abstract.
1075,"Sensing, smart, and sustainable technologies in big data-driven manufacturing",2020,,"G Clarke - … of Self-Governance and Management Economics, 2020 - ceeol.com",7,https://www.ceeol.com/search/article-detail?id=895940,False,high,No replication signals found in title or abstract.
1076,How common are false positives in laboratory economics experiments? Evidence from the p-curve method,2020,"K Zemlianova, CF Camerer","T Imai, K Zemlianova, N Kotecha, CF Camerer - 2020 - taisukeimai.com",7,https://taisukeimai.com/api/resources/p-curve.pdf,False,high,"Abstract discusses replication as topic/concept, not as paper's primary action. (a_neg=2)"
1077,"A replication of “A quasi-maximum likelihood approach for large, approximate dynamic factor models”(Review of Economics and Statistics, 2012)",2020,"R Lucchetti, IA Venetis","R Lucchetti, IA Venetis - Economics, 2020 - degruyter.com",6,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2020-14/html,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
1078,"Linear and nonlinear causality between marriages, births and economic growth",2020,"C Borrego-Salcido, R Juárez-Del-Toro","C Borrego-Salcido, R Juárez-Del-Toro… - Revista mexicana de …, 2020 - scielo.org.mx",6,https://www.scielo.org.mx/scielo.php?pid=S1665-53462020000100037&script=sci_arttext&tlng=en,False,high,No replication signals found in title or abstract.
1079,Auctions in near-continuous time,2020,"C Deck, BJ Wilson","C Deck, BJ Wilson - Experimental Economics, 2020 - Springer",6,https://link.springer.com/article/10.1007/s10683-019-09603-4,False,high,No replication signals found in title or abstract.
1080,Job market compensation for cognitive reflection ability,2020,"R de Oliveira Leite, RL Cardoso","R de Oliveira Leite, RL Cardoso, APG Jelihovschi… - … in Economics, 2020 - Elsevier",6,https://www.sciencedirect.com/science/article/pii/S1090944320300259,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1081,Reevaluating the economic benefits of the Lao People's Democratic Republic (Lao PDR)-People's Republic of China high-speed rail and its implications for fiscal …,2020,,JA Lane - 2020 - econstor.eu,6,https://www.econstor.eu/handle/10419/238538,False,high,No replication signals found in title or abstract.
1082,"The many faces of agent-based computational economics: Ecology of agents, bottom-up approaches and paradigm shift",2020,A Vignes,"S Mignot, A Vignes - Œconomia. History, Methodology …, 2020 - journals.openedition.org",6,https://journals.openedition.org/oeconomia/8222,False,high,No replication signals found in title or abstract.
1083,The greatest entrepreneurs and businesspeople in American history: A replication of the 2001 ranking,2020,,"B McCormick, BW Folsom - Cogent Business & Management, 2020 - Taylor & Francis",6,https://www.tandfonline.com/doi/abs/10.1080/23311975.2020.1735804,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=4)"
1084,"The land use impacts of the EU biodiesel policy: Assessing the direct, indirect and induced effects",2020,A Gohin,"A Gohin - Journal of Agricultural Economics, 2020 - Wiley Online Library",6,https://onlinelibrary.wiley.com/doi/abs/10.1111/1477-9552.12365,False,high,No replication signals found in title or abstract.
1085,Revisiting the effectiveness of the German accounting enforcement reforms: a replication study,2020,M Gros,"M Gros, A Nevrela - Management Review Quarterly, 2020 - Springer",5,https://link.springer.com/article/10.1007/s11301-019-00162-9,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1086,Forecasting of recessions via dynamic probit for time series: replication and extension of Kauppi and Saikkonen (2008),2020,"BU Park, L Simar, V Zelenyuk","BU Park, L Simar, V Zelenyuk - Empirical Economics, 2020 - Springer",5,https://link.springer.com/article/10.1007/s00181-019-01708-2,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1087,"Does Education Really Cause Domestic Violence? Replication and Reappraisal of"" For Better or For Worse? Education and the Prevalence of Domestic Violence in …",2020,"P Akyol, MG Kirdar","P Akyol, MG Kirdar - 2020 - econstor.eu",5,https://www.econstor.eu/handle/10419/232753,False,high,No replication signals found in title or abstract.
1088,Cooperation through image scoring: a replication,2020,YI Russell,"YI Russell, Y Stoilova, AA Dosoftei - Games, 2020 - mdpi.com",5,https://www.mdpi.com/2073-4336/11/4/58,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=2)"
1089,"E-Cigarettes and Respiratory Disease: A Replication, Extension, and Future Directions",2020,"DS Kenkel, AD Mathios","DS Kenkel, AD Mathios, H Wang - 2020 - nber.org",5,https://www.nber.org/papers/w27507,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
1090,Economic preferences and obesity: Evidence from a clinical lab-in-field experiment,2020,"S Schurer, A Tymula, N Fuller","C Pastore, S Schurer, A Tymula, N Fuller, I Caterson - 2020 - econstor.eu",5,https://www.econstor.eu/handle/10419/232667,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
1091,"Comment on Brady, Evans & Wehrly, reputational penalties for environmental violations: A pure and scientific replication study",2020,D Klerman,"D Klerman - International Review of Law and Economics, 2020 - Elsevier",5,https://www.sciencedirect.com/science/article/pii/S014481882030140X,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1092,Financial development and economic growth: New evidence,2020,,"J De la Cruz - Economía, 2020 - revistas.pucp.edu.pe",5,https://revistas.pucp.edu.pe/index.php/economia/article/view/21976,False,high,No replication signals found in title or abstract.
1093,How corruption affects growth,2020,,ED Ernst - 2020 - rave.ohiolink.edu,5,https://rave.ohiolink.edu/etdc/view?acc_num=oduhonors1608241150479265,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1094,Revisiting Disjunction Effect: Replication of Tversky and Shafir (1992) and extension comparing between and within subject designs,2020,I Ziano,"I Ziano, MF Kong, HJ Kim, CY Liu… - Journal of Economic …, 2020 - researchgate.net",4,https://www.researchgate.net/profile/Gilad-Feldman/publication/338006802_Revisiting_Disjunction_Effect_Replication_of_Tversky_and_Shafir_1992_and_extension_comparing_between_and_within_subject_designs/links/5e85b129a6fdcca789e9543d/Revisiting-Disjunction-Effect-Replication-of-Tversky-and-Shafir-1992-and-extension-comparing-between-and-within-subject-designs.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
1095,A replication of “sorting through global corruption determinants: Institutions and education matter—not culture”(world development 2018),2020,JW Saunoris,"RK Goel, JW Saunoris - Public Finance Review, 2020 - journals.sagepub.com",4,https://journals.sagepub.com/doi/abs/10.1177/1091142120914278,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
1096,Essays in Chinese political economy,2020,,M Wiebe - 2020 - open.library.ubc.ca,4,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/24/items/1.0395341,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
1097,Does occupational licensing impact incomes? A replication study for the German crafts case,2020,,"K Fredriksen - Journal for Labour Market Research, 2020 - Springer",4,https://link.springer.com/article/10.1186/s12651-020-00269-7,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1098,The economics of color: A null result,2020,B Greiner,"B Greiner, M Stephanides - 2020 - research.wu.ac.at",4,https://research.wu.ac.at/en/publications/the-economics-of-color-a-null-result-3,True,high,Abstract has strong replication signal. (a_strong=1)
1099,Gender equality as a confounder in the epidemiological approach,2020,"L Görges, E Markowsky","M Beblo, L Görges, E Markowsky - Economics Bulletin, 2020 - accessecon.com",4,http://www.accessecon.com/Pubs/EB/2020/Volume40/EB-20-V40-I2-P110.pdf,False,medium,"Replication language appears incidental (method step, table/figure reproduction, own results)."
1100,Are large surveys of adult literacy skills as comparable over time as we think?,2020,"S Vézina, A Bélanger","S Vézina, A Bélanger - Large-Scale Assessments in Education, 2020 - Springer",4,https://link.springer.com/article/10.1186/s40536-020-00080-3,False,high,No replication signals found in title or abstract.
1101,Three essays in health economics,2020,,Y Li - 2020 - search.proquest.com,4,https://search.proquest.com/openview/fc10e1fc66f6c22323298d5de76e7b20/1?pq-origsite=gscholar&cbl=18750&diss=y,False,high,No replication signals found in title or abstract.
1102,Temporary agency work and firm performance: a replication study with extensions,2020,C Pfeifer,"C Pfeifer, JP Weche - Jahrbücher Für Nationalökonomie Und …, 2020 - degruyter.com",3,https://www.degruyter.com/document/doi/10.1515/jbnst-2018-0038/html,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1103,Did the conservative resurgence matter? A counterfactual replication of Pierson's analysis on Reagan and Thatcher's welfare state retrenchments,2020,F Podestà,"F Podestà - Comparative European Politics, 2020 - Springer",3,https://link.springer.com/article/10.1057/s41295-020-00211-8,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=3)"
1104,How Much Might a Beer Cost in a Fancy Resort? A Possible Replication of Thaler's Well-Known Experiment,2020,A Kolnhofer-Derecskei,"A Kolnhofer-Derecskei - … on Consumer Behaviour: Theoretical Aspects and …, 2020 - Springer",3,https://link.springer.com/chapter/10.1007/978-3-030-47380-8_11,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1105,"Artificial Intelligence-based Decision-Making Algorithms, Internet of Things Smart Devices, and Real-Time Process Monitoring in Sustainable Industry 4.0",2020,,"E Dobson-Lohman - Economics, Management, and Financial Markets, 2020 - ceeol.com",3,https://www.ceeol.com/search/article-detail?id=879756,False,high,No replication signals found in title or abstract.
1106,Betting Market Inefficiencies in European Football--Bookmakers' Mispricing or Pure Chance?,2020,"D Winkelmann, M Oetting, C Deutscher","D Winkelmann, M Oetting, C Deutscher - 2020 - papers.ssrn.com",3,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3672233,False,high,No replication signals found in title or abstract.
1107,"Political instability, property investment, and economic growth: Are they inter-related? An empirical study in Malaysia",2020,"PA Mariadas, U Murthy, M Subramaniam","PA Mariadas, U Murthy, M Subramaniam… - International Journal of …, 2020 - papers.ssrn.com",3,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3699872,False,high,No replication signals found in title or abstract.
1108,A comment on Desvousges et al.(Land Economics 2015):“An adding up test on contingent valuations of river and lake quality”,2020,JC Whitehead,"JC Whitehead - Ecological Economics, 2020 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S0921800918320123,False,high,No replication signals found in title or abstract.
1109,Objective versus relative risk in privacy decision making: A replication study from Germany,2020,"S Hermes, J Bauer, M Böhm","S Hermes, L Hillebrand, J Bauer, M Böhm… - … on Replication …, 2020 - aisel.aisnet.org",2,https://aisel.aisnet.org/trr/vol6/iss1/11/,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1110,Altruistic Preferences in the Dictator Game: Replication of Andreoni and Miller (2002) in Japan,2020,Y Ohtsubo,"J Xue, Y Ohtsubo - Letters on Evolutionary Behavioral Science, 2020 - lebs.hbesj.org",2,https://lebs.hbesj.org/index.php/lebs/article/view/lebs.2020.75,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1111,"Mediating factors of family structure and early home-leaving: A replication and extension of van den Berg, Kalmijn, and Leopold (2018)",2020,,"M Herzig - European Journal of Population, 2020 - Springer",2,https://link.springer.com/article/10.1007/s10680-019-09544-x,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1112,"Attitudes, beliefs and readiness to act on climate change: A preregistered replication",2020,,"MN Williamsab, BA Jafthaa - 2020 - files.osf.io",2,https://files.osf.io/v1/resources/ers4v/providers/osfstorage/5e1d2a326822bd0100ff2306?action=download&direct&version=1,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=3)"
1113,Regional Research Institute,2020,RW Jackson,"RW Jackson - West Virginia University: Morgantown, WV, USA, 2020 - academia.edu",2,https://www.academia.edu/download/87169209/viewcontent.pdf,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
1114,The Influence of Ambient Temperature on Social Perception and Social Behavior,2020,JS Krause,"JS Krause, G Nanninga, P Ring… - … and Economics & …, 2020 - download.uni-mainz.de",2,https://download.uni-mainz.de/RePEc/pdf/Discussion_Paper_2013.pdf,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1115,Self-employment and psychometric measure of risk aversion: a replication and extension,2020,"M Korhonen, R Svento","M Korhonen, R Svento, M Vaaramo - Applied Economics Letters, 2020 - Taylor & Francis",2,https://www.tandfonline.com/doi/abs/10.1080/13504851.2019.1644429,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
1116,National intelligence is more important for explaining country well-being than time preference and other measured non-cognitive traits,2020,"EOW Kirkegaard, A Karlin","EOW Kirkegaard, A Karlin - The Mankind Quarterly, 2020 - search.proquest.com",2,https://search.proquest.com/openview/b2bdf89d1751eada1ea0d16b4f4ffcb1/1.pdf?pq-origsite=gscholar&cbl=2038067,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
1117,Does Education Really Cause Domestic Violence? Replication and Reappraisal of,2020,"P Akyol, MG Kïrdar","P Akyol, MG Kïrdar - 2020 - papers.ssrn.com",2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3758702,False,high,No replication signals found in title or abstract.
1118,Macroeconomic impacts of the 2010 earthquake in haiti: A replication and sensitivity analysis of synthetic control results,2020,,J Hesse - 2020 - helda.helsinki.fi,2,https://helda.helsinki.fi/bitstream/10227/377340/1/Hesse_Jannika.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1119,Classroom experiments as a replication device,2020,T So,"T So - Journal of Behavioral and Experimental Economics, 2020 - Elsevier",2,https://www.sciencedirect.com/science/article/pii/S2214804319303866,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1120,2D: 4D and self-employment using SOEP data: A replication study,2020,"FM Fossen, L Neyse, M Johannesson, A Dreber","FM Fossen, L Neyse, M Johannesson, A Dreber - 2020 - econstor.eu",1,https://www.econstor.eu/handle/10419/219005,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1121,"A replication of “The role of intermediaries in facilitating trade”(Journal of International Economics, 2011)",2020,"KK Das, L Meriluoto, WR Reed","J Duan, X Qian, KK Das, L Meriluoto, WR Reed - Economics, 2020 - degruyter.com",1,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2020-21/html,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1122,"The Labour Market Effects of a Refugee Wave. A Replication Study of Peri and Yasenov (Journal of Human Resources, 2019)",2020,M Christl,"M Christl - … Journal for Re-Views in Empirical Economics (IREE), 2020 - econstor.eu",1,https://www.econstor.eu/handle/10419/228809,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
1123,"Not Evidence for Baumol's Cost Disease. A replication study of Hartwig (Journal of Health Economics, 2008)",2020,"A Atanda, WR Reed","A Atanda, WR Reed - … Journal for Re-Views in Empirical Economics …, 2020 - econstor.eu",1,https://www.econstor.eu/handle/10419/215726,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1124,Regulation of Social Times during the COVID-19 Period: A Replication and Extension of the Work Activity Regulation Model,2020,,"H Khanchel - Business and Management Research, 2020 - ideas.repec.org",1,https://ideas.repec.org/a/jfr/bmr111/v9y2020i3p14-24.html,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1125,"Replication of a research claim from Rodriguez-Lara et al, 2012, in Experimental Economics",2020,,"JC Chen, S Field, Z Loomas, B Luis, O Miske - 2020 - osf.io",1,https://osf.io/h3e4n/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1126,Replication data for: The Political Economy of the Prussian Three-Class Franchise,2020,"SO Becker, E Hornung","SO Becker, E Hornung - (No Title), 2020 - cir.nii.ac.jp",1,https://cir.nii.ac.jp/crid/1880865118117353472,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1127,Invesfigafing the Role of Perceived Control and Financial Scarcity in Cognifive Performance,2020,,A Taka - 2020 - academia.edu,1,https://www.academia.edu/download/65280969/Master_s_Thesis_Aikaterini_Taka.pdf,False,high,No replication signals found in title or abstract.
1128,Causes of haze and its health effects in Singapore: a replication study,2020,JF Kiviet,"JF Kiviet - The Singapore Economic Review, 2020 - World Scientific",1,https://www.worldscientific.com/doi/abs/10.1142/S0217590820500460,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1129,"If there is a stable relationship between climate change and civil war in sub-Saharan Africa? A replication study of Miguel et al.(The Journal of Political Economy, 2004 …",2020,,"S Khalifa, CHCA Henning - 2020 - econstor.eu",0,https://www.econstor.eu/handle/10419/235899,False,high,"Excluded: non-social-science use of ""replication"" (computing/biology/finance)."
1130,"A Replication and Cross-Validation of Hakes and Sauer's"" An Economic Evaluation of the Moneyball Hypothesis""",2020,,JR Audette - 2020 - scholarworks.uvm.edu,0,https://scholarworks.uvm.edu/hcoltheses/388/,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=2)"
1131,"The Mental Health Cost of Terrorism: A Replication of Kim and Albert Kim (Health Economics, 2018)",2020,T Coupé,"T Smith, T Coupé - 2020 - ideas.repec.org",0,https://ideas.repec.org/p/cbt/econwp/20-21.html,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1132,Individual decision-making experiment with risk and intertemporal choice: a replication study,2020,"A Morone, A Casamassima","A Morone, A Casamassima, A Cascavilla - 2020 - mpra.ub.uni-muenchen.de",0,https://mpra.ub.uni-muenchen.de/id/eprint/110777,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
1133,"Trends in the Gender Wage Gap in the US: A replication study of Blau and Kahn (Journal of Economic Literature, 2017)",2020,M Collischon,"M Collischon - … Journal for Re-Views in Empirical Economics …, 2020 - econpapers.repec.org",0,https://econpapers.repec.org/article/zbwireejl/219101.htm,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1134,"Replication of a Research Claim from Tertytchnaya et al.(2018), from American Political Science Review",2020,"WR Reed, AL Abatayo","WR Reed, D Vo, A Tyner, AL Abatayo, Z Loomas… - 2020 - osf.io",0,https://osf.io/beqn5/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1135,Bruner_ExpEco_2017_amYY-RRTeam_CAPITAN-Direct Replication-6mz8,2020,S Capitán,"T Capitán, S Capitán, E Méndez-Chacón, S Field… - 2020 - osf.io",0,https://osf.io/2qsu8/resources,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1136,"Community College Entrance and Bachelor's Degree Attainment: A Replication, Update, and Extension",2020,M Cameron,"J Pretlow, M Cameron - 2020 - appam.confex.com",0,https://appam.confex.com/appam/2020/mediafile/ExtendedAbstract/Paper37617/APPAM_paper_final.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1137,Benjamin_AmEcoRev_2010_WaYe-Fiala-Direct Replication-556,2020,AL Abatayo,"N Fiala, V Volkman, AL Abatayo, Z Loomas, O Miske… - 2020 - osf.io",0,https://osf.io/rze5p/resources,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1138,"Wealth and Happiness: Replication of Diener, E., Ng, W., Harter, J., & Arora, R.(2010) at University of Vienna.",2020,,P Keller - 2020 - osf.io,0,https://osf.io/vc3qj/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1139,Social Learning and Network Externalities: Replicating Gilchrist and Sands (2016),2020,J Kuehn,"R Lampe, J Kuehn - Available at SSRN 3237912, 2020 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3237912,False,high,No replication signals found in title or abstract.
1140,The Interaction Effect in a Nonlinear Specification of Bank Lending: A Replication and Reexamination of the Peek and Rosengren (2005) Results on'Unnatural …,2020,,"H Inoue, K Nakashima, K Takahashi - Available at SSRN 3542044, 2020 - researchgate.net",0,https://www.researchgate.net/profile/Kiyotaka-Nakashima/publication/340076098_The_Interaction_Effect_in_a_Nonlinear_Specification_of_Bank_Lending_A_Replication_and_Reexamination_of_the_Peek_and_Rosengren_2005_Results_on_'Unnatural_Selection'/links/5e7dadf1299bf1a91b7f156c/The-Interaction-Effect-in-a-Nonlinear-Specification-of-Bank-Lending-A-Replication-and-Reexamination-of-the-Peek-and-Rosengren-2005-Results-on-Unnatural-Selection.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
1141,"A replication of “A quasi-maximum likelihood approach for large, approximate dynamic factor models”(Review of Economics and Statistics, 2012). Economics …",2020,"R Lucchetti, IA Venetis","R Lucchetti, IA Venetis - … ://www. economics-ejournal. org/economics …, 2020 - degruyter.com",0,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2020-14/downloadAsset/suppl/journalarticles_2020-14-sm1.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
1142,Behavioral Economic Analysis of Demand for Hypothetical Work Performance: A Partial Replication,2020,,"H Khan - McNair Research Journal SJSU, 2020 - scholarworks.sjsu.edu",0,https://scholarworks.sjsu.edu/mcnair/vol16/iss1/7/,True,high,Abstract has strong replication signal. (a_strong=1)
1143,"Replication of a Research Claim from Fox (2009), From the Journal of Labor Economics",2020,WR Reed,"WR Reed, J Bailey, A Tyner, Z Loomas, O Miske, B Luis - 2020 - osf.io",0,https://osf.io/vxu3e/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
1144,The effect of food anticipation on cognitive function-A replication study,2020,H Halabieh,"H Halabieh, C Lee, M Mora-Salavar, J Venckus… - 2020 - escholarship.org",0,https://escholarship.org/uc/item/1rr9g7gx,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
